PHOTOS : Deadly wildfires rage in California https://t.co/td9xT3vXOL https://t.co/OimwAncLew	N , A N N P ^ U U	PHOTOS: Deadly wildfires rage in California https://t.co/td9xT3vXOL https://t.co/OimwAncLew
oh man this nepal earthquake feels like deja vu from the day after tomorrow	! ! D ^ N V P N N P D N P N	oh man this nepal earthquake feels like deja vu from the day after tomorrow
Mashable : Nepal's historic Dharahara Tower collapses in massive earthquake http://t.co/14BUgkst9E	^ , Z A ^ ^ V P A N U	Mashable : Nepal's historic Dharahara Tower collapses in massive earthquake http://t.co/14BUgkst9E
RT @UNESCO : #NepalQuake : We will assess the devastating impact on Nepalâ€™s cultural heritage #WorldHeritage http://t.co/f4EKnU30QN http://t.â€¦	~ @ ~ # , O V V D A N P ^ A N # U U	RT @UNESCO: #NepalQuake: We will assess the devastating impact on Nepalâ€™s cultural heritage #WorldHeritage http://t.co/f4EKnU30QN http://t.â€¦
RT @snobers : This is what's left of the 9 story historic UNESCO heritage's Dharahara Tower in Kathmandu , #Nepal after #earthquake http://t.â€¦	~ @ ~ O V L V P D $ N A ^ N ^ ^ P ^ , # P ^ U	RT @snobers: This is what's left of the 9 story historic UNESCO heritage's Dharahara Tower in Kathmandu, #Nepal after #earthquake http://t.â€¦
RT @BBCSanjoyM : Cooking amid the ruins #NepalEarthquake http://t.co/ggj6mtQDke	~ @ ~ V P D N # U	RT @BBCSanjoyM: Cooking amid the ruins #NepalEarthquake http://t.co/ggj6mtQDke
RT @BBCtrending : Another " Nepal earthquake " video uploaded online also included footage from a building collapse in Egypt http://t.co/hznFpâ€¦	~ @ ~ D , ^ N , N V A R V N P D N N P ^ U	RT @BBCtrending: Another "Nepal earthquake" video uploaded online also included footage from a building collapse in Egypt http://t.co/hznFpâ€¦
RT @ARRL_PR : This is what #HamRadio does during emergencies . Best of luck to the ops . #NepalEarthquake . https://t.co/F4rP5QocAr	~ @ ~ O V O N V P N , A P N P D N , # , U	RT @ARRL_PR: This is what #HamRadio does during emergencies. Best of luck to the ops. #NepalEarthquake. https://t.co/F4rP5QocAr
RT @Nevi00Singh : http :\/\ / goo.gl\/ih7U6B #Salute2IndianForces in their effort to Rebuild Hindu Heart Land Nepal	~ @ ~ U E E U # P D N P V ^ ^ ^ ^	RT @Nevi00Singh: http:\/\/goo.gl\/ih7U6B #Salute2IndianForces in their effort to Rebuild Hindu Heart Land Nepal
RT @XHNews : Rescuers working to reopen section of China-Nepal highway cut off by quake-triggered landslide #NepalQuake http://t.co/T6TaF89Lâ€¦	~ @ ~ N V P V N P ^ N N T P ^ N # U	RT @XHNews: Rescuers working to reopen section of China-Nepal highway cut off by quake-triggered landslide #NepalQuake http://t.co/T6TaF89Lâ€¦
RT @AP : The latest on Nepal : Life slowly returns to normal in Kathmandu ; villages still cut off http://t.co/PX0anr44SX	~ @ ~ D A P ^ , N R V P A P ^ , N R V T U	RT @AP: The latest on Nepal: Life slowly returns to normal in Kathmandu; villages still cut off http://t.co/PX0anr44SX
CHPSRE : RTLastQuake : RT SA_96_20 : â€œIMSahilBhalla : The historic #Dharhara tower in #Nepal has collapsed due to the â€¦ http://t.co/aGYzWHyr5x	^ , ^ , ~ $ , ^ , D A ^ ^ P ^ V V A P D N U	CHPSRE: RTLastQuake: RT SA_96_20: â€œIMSahilBhalla: The historic #Dharhara tower in #Nepal has collapsed due to the â€¦ http://t.co/aGYzWHyr5x
RT @tomnewby : Two weeks ago I was in Nepal for preparedness training . I took these photos of Patan Durbar . Now it's ruined . http://t.co/1dAâ€¦	~ @ ~ $ N P O V P ^ P N N , O V D N P ^ ^ , R L V , U	RT @tomnewby: Two weeks ago I was in Nepal for preparedness training. I took these photos of Patan Durbar. Now it's ruined. http://t.co/1dAâ€¦
Drone Captured Huge Devastation In Nepal Earthquake <............> http://t.co/IJNZN1Lg1B	N V A N P ^ ^ ^ U	Drone Captured Huge Devastation In Nepal Earthquake&lt;............&gt;http://t.co/IJNZN1Lg1B
RT @OCHAAsiaPac : Over 6.6 mil people are in the area affected by #Nepalquake . Widespread damage & destruction of infrastructure feared httpâ€¦	~ @ ~ P $ N N V P D N V P ^ , A N & N P N V N	RT @OCHAAsiaPac: Over 6.6 mil people are in the area affected by #Nepalquake. Widespread damage &amp; destruction of infrastructure feared httpâ€¦
Relief starts reaching Nepal villages - Aid begins to reach remote areas of Nepal after an earthquake that left 5 ,... http://t.co/3a0FIq30FA	N V V ^ N , ^ V P V A N P ^ P D N P V $ ~ U	Relief starts reaching Nepal villages - Aid begins to reach remote areas of Nepal after an earthquake that left 5,... http://t.co/3a0FIq30FA
[ GLOBAL NEWS ] Blog : Morale in Kathmandu as decimated as the buildings http://t.co/Ac5xoXAN0Z	, A N , N , N P ^ P V P D N U	[GLOBAL NEWS] Blog: Morale in Kathmandu as decimated as the buildings http://t.co/Ac5xoXAN0Z
RT @bhumikaAditi : trying to regain composure .. watching Kantipur TV's live report .. this hurts .. #Kathmanduquake	~ @ ~ V P V N , V ^ Z A N , O V , #	RT @bhumikaAditi: trying to regain composure..watching Kantipur TV's live report..this hurts..#Kathmanduquake
RT @reportedly : #NepalQuake video : A Google Earth tour of the destruction http://t.co/TR9pA7KqNX #Kathmandu #Everest http://t.co/7PTnEddWPX	~ @ ~ # N , D ^ ^ N P D N U ^ ^ U	RT @reportedly: #NepalQuake video: A Google Earth tour of the destruction http://t.co/TR9pA7KqNX #Kathmandu #Everest http://t.co/7PTnEddWPX
Human and history disaster . Nothing more powerful than nature . - Nepal landmarks flattened by the quake http://t.co/7wvGIInZE7	^ & N N , N R A P N , , ^ N V P D N U	Human and history disaster. Nothing more powerful than nature. - Nepal landmarks flattened by the quake http://t.co/7wvGIInZE7
RT @nytimes : Nepal's government is only gradually getting a grasp of destruction in the worst-hit villages http://t.co/DzHvwGV2uO	~ @ ~ Z N V R R V D N P N P D A N U	RT @nytimes: Nepal's government is only gradually getting a grasp of destruction in the worst-hit villages http://t.co/DzHvwGV2uO
RT @Ac_in_quest : Massive block of Earthâ€™s crust , 75 miles long & 37 miles wide , lurched 10 feet to south Saturday over course of 30 secondsâ€¦	~ @ ~ A N P ^ N , $ N A & $ N A , V $ N P ^ ^ P N P $ N	RT @Ac_in_quest: Massive block of Earthâ€™s crust, 75 miles long &amp; 37 miles wide, lurched 10 feet to south Saturday over course of 30 secondsâ€¦
RT @TheCityMuseum : Local+global context to why Nepal's lost heritage sites more than " just temples " http://t.co/MVheqkWhmp by @guardian httâ€¦	~ @ ~ A N P R Z A N N A P , R N , U P @ !	RT @TheCityMuseum: Local+global context to why Nepal's lost heritage sites more than "just temples" http://t.co/MVheqkWhmp by @guardian httâ€¦
I have latest photos of damaged area of World Heritage Site #Nepal . Any media or organization want those ? Plz contact #earthquake #Nepalquake	O V A N P A N P ^ ^ N # , D N & N V O , V V ^ #	I have latest photos of damaged area of World Heritage Site #Nepal. Any media or organization want those?Plz contact #earthquake #Nepalquake
Video shows dramatic moment UNESCO heritage site fell as ground shook in Nepal http://t.co/52Lm7ETP8B	N V A N ^ N N V P N V P ^ U	Video shows dramatic moment UNESCO heritage site fell as ground shook in Nepal http://t.co/52Lm7ETP8B
Phones jammed in Nepal . Thankfully for Whatsapp for communicating messages !	N V P ^ , R P ^ P V N ,	Phones jammed in Nepal. Thankfully for Whatsapp for communicating messages!
RT @timesofindia : 500-year-old Kathmandu temple turned to rubble http://t.co/s3PAWR6ehR	~ @ ~ A ^ ^ V P N U	RT @timesofindia: 500-year-old Kathmandu temple turned to rubble  http://t.co/s3PAWR6ehR
@whoUmAr Kathmandu , the most vulnerable area . Just 300m far from me , most of the houses are collapsed :(	@ ^ , D R A N , R $ R P O , R P D N V A E	@whoUmAr Kathmandu, the most vulnerable area. Just 300m far from me, most of the houses are collapsed :(
Nepal's villages devastated by quake http://t.co/Y16pNSjDbF #Philadelphia #News	Z N V P N U # #	Nepal's villages devastated by quake http://t.co/Y16pNSjDbF #Philadelphia #News
RT @SladeHV : Drone footage from Nepal , no words http://t.co/Js2TLj7nxe ( via @maxplenke )	~ @ ~ N N P ^ , D N U , P @ ,	RT @SladeHV: Drone footage from Nepal, no words http://t.co/Js2TLj7nxe (via @maxplenke)
RT @Superneha83 : My cousin just sent me these pictures . The entire bhaktpur durbar square is no more ! #Kathmandu #earthquake http://t.co/ecâ€¦	~ @ ~ D N R V O D N , D A N N N V D N , # # U	RT @Superneha83: My cousin just sent me these pictures. The entire bhaktpur durbar square is no more! #Kathmandu #earthquake http://t.co/ecâ€¦
Chaos Reigns at Nepal's Only International Airport in Kathmandu http://t.co/5wZ9GyJ98q	N V P Z R A N P ^ U	Chaos Reigns at Nepal's Only International Airport in Kathmandu http://t.co/5wZ9GyJ98q
RT @ShiwaniNeupane : The sadness is sinking in . We have lost our temples , our history , the places we grew up . #NepalEarthquake	~ @ ~ D N V V P , O V V D N , D N , D N O V T , #	RT @ShiwaniNeupane: The sadness is sinking in. We have lost our temples, our history, the places we grew up. #NepalEarthquake
Earthquake-Hit Nepal at High Risk of Landslides in Coming Weeks : Study : The threat of landslides and mudslides ... http://t.co/6Mw1VvVxtE	^ ^ P ^ N P N P V ^ , N , D N P N & N , U	Earthquake-Hit Nepal at High Risk of Landslides in Coming Weeks: Study: The threat of landslides and mudslides... http://t.co/6Mw1VvVxtE
RT @techtrends247 : Before and after photos of Nepal's landmarks reveal devastating impact of earthquake http://t.co/CYa6wsil3C #tech #trend â€¦	~ @ ~ P & P N P Z N V A N P N U # # #	RT @techtrends247: Before and after photos of Nepal's landmarks reveal devastating impact of earthquake http://t.co/CYa6wsil3C #tech #trendâ€¦
RT @Heifer : UPDATE : Heifer officials are working to assess safety of families as well as determine damage to homes in Nepal . http://t.co/iqâ€¦	~ @ ~ N , N N V V P V N P N P R P V N P N P ^ , U	RT @Heifer: UPDATE: Heifer officials are working to assess safety of families as well as determine damage to homes in Nepal. http://t.co/iqâ€¦
RT @nytvideo : Many of Kathmandu's iconic buildings were lost in the earthquake that rocked Nepal http://t.co/OeHWrEBtr8	~ @ ~ A P Z A N V A P D N P V ^ U	RT @nytvideo: Many of Kathmandu's iconic buildings were lost in the earthquake that rocked Nepal http://t.co/OeHWrEBtr8
RT @BBCBreaking : Nepal #earthquake latest : - reports of avalanches in Everest - temples flattened - unknown numbers killed & injured http : â€¦	~ @ ~ ^ ^ A , , N P ^ P ^ , N V , A N V & V U ~ G	RT @BBCBreaking: Nepal #earthquake latest:  - reports of avalanches in Everest - temples flattened - unknown numbers killed &amp; injured http:â€¦
Quake has left scar for life , says Kolkata homemaker in Kathmandu http://t.co/eXjDDm8KFz http://t.co/sEiXWVbs2j #PriyankaLuvv	^ V V N P N , V ^ N P ^ U U #	Quake has left scar for life, says Kolkata homemaker in Kathmandu http://t.co/eXjDDm8KFz http://t.co/sEiXWVbs2j #PriyankaLuvv
RT @OCHAAsiaPac : Some 70,000 houses estimated to be destroyed and 530,000 damaged during the #NepalQuake : http://t.co/1LK4f9JCva http://t.câ€¦	~ @ ~ D $ N V P V V & $ V P D ^ , U U	RT @OCHAAsiaPac: Some 70,000 houses estimated to be destroyed and 530,000 damaged during the #NepalQuake: http://t.co/1LK4f9JCva http://t.câ€¦
RT @DelhiTweeter : Historical Dharahara tower ( 1832 ) was built by the Prime Minister BHIMSEN THAPA . Just collapsed due to #earthquake . http : â€¦	~ @ ~ A ^ ^ , $ , V V P D ^ ^ ^ ^ , R V A P ^ , U ~ G	RT @DelhiTweeter: Historical Dharahara tower (1832) was built by the Prime Minister BHIMSEN THAPA. Just collapsed due to #earthquake. http:â€¦
RT @SPoonia777 : Dharara Tower , built in 1832 , collapses in #Kathmandu during earthquake , Plz Guru ji please help them victims ppl #MSGHelpEa â€¦	~ @ ~ ^ ^ , V P $ , V P ^ P N , V N G V V D N N # #	RT @SPoonia777: Dharara Tower, built in 1832, collapses in #Kathmandu during earthquake,Plz Guru ji please help them victims ppl #MSGHelpEaâ€¦
RT @prabalgurung : Power outages in Nepal . Any hacks to charge mobile phones etc without electricity ? or any other disaster survival hacks pâ€¦	~ @ ~ N N P ^ , D N P V A N G P N , & D A N N N N	RT @prabalgurung: Power outages in Nepal. Any hacks to charge mobile phones etc without electricity? or any other disaster survival hacks pâ€¦
RT @nytimesworld : Nepalâ€™s Historic Sites , Before and After http://t.co/DMJjrR2t57	~ @ ~ ^ ^ N , R & P U	RT @nytimesworld: Nepalâ€™s Historic Sites, Before and After http://t.co/DMJjrR2t57
RT @davidshukmanbbc : As if the quake itself wasn't bad enough , @NASA now warns of a serious landslide risk too #NepalEarthquake https://t.â€¦	~ @ ~ P P D N O V A N , @ R V P D A N N R # U	RT @davidshukmanbbc: As if the quake itself wasn't bad enough, @NASA now warns of a serious landslide risk too #NepalEarthquake  https://t.â€¦
RT @SPoonia777 : Nepal landmark 200 years old , Dharahara Tower collapsed from earthquake Pray for Nepal ! #MSGHelpEarthquakeVictims http://â€¦	~ @ ~ ^ N $ N A , ^ ^ V P N V P ^ , # U	RT @SPoonia777: Nepal landmark 200 years old, Dharahara Tower collapsed from earthquake  Pray for Nepal ! #MSGHelpEarthquakeVictims http://â€¦
RT @cnni : Roads are so damaged in Nepal it took a CNN crew two hours to go 20 miles -- a major challenge for rescue and aid : http://t.co/CTâ€¦	~ @ ~ ^ V R V P ^ O V D ^ N $ N P V $ N , D A N P V & N , U	RT @cnni: Roads are so damaged in Nepal it took a CNN crew two hours to go 20 miles -- a major challenge for rescue and aid: http://t.co/CTâ€¦
RT @JigarShahDC : #Solar lamps only public light in #Nepal ; electric poles down ; solar now has a crucial role during disasters . http://t.co/â€¦	~ @ ~ # N R A N P ^ , A N R , A R V D A N P N , U	RT @JigarShahDC: #Solar lamps only public light in #Nepal; electric poles down; solar now has a crucial role during disasters. http://t.co/â€¦
RT @StoryPicker : This Is How Scary Nepal & Parts Of India Look After Today Morningâ€™s Earthquake http://t.co/xb5nfE7tF8 #earthquake http://tâ€¦	~ @ ~ O V R A ^ & N P ^ V P N ^ ^ U # U	RT @StoryPicker: This Is How Scary Nepal &amp; Parts Of India Look After Today Morningâ€™s Earthquake http://t.co/xb5nfE7tF8 #earthquake http://tâ€¦
Israel criticized for touting Nepal rescue while Gaza is still in ruins http://t.co/ccEpEZ71fa	^ V P V ^ N P ^ V R P N U	Israel criticized for touting Nepal rescue while Gaza is still in ruins http://t.co/ccEpEZ71fa
RT @thereaIbanksy : Kathmanduâ€™s Patan Durbar Square before and after the #NepalEarthquake http://t.co/CSQCWbR1Ea	~ @ ~ ^ ^ ^ ^ P & P D ^ U	RT @thereaIbanksy: Kathmanduâ€™s Patan Durbar Square before and after the #NepalEarthquake http://t.co/CSQCWbR1Ea
RT @WSJ : Powerful quake near Nepal capital causes widespread damage , avalanche near Everest base camp http://t.co/YkBNNxGvDR http://t.co/9eâ€¦	~ @ ~ A N P ^ N V A N , N P ^ N N U U	RT @WSJ: Powerful quake near Nepal capital causes widespread damage, avalanche near Everest base camp http://t.co/YkBNNxGvDR http://t.co/9eâ€¦
RT @smitharyy : Â» http://t.co/MXj3EAk0M2 Extent of the Damage From the Nepal Earthquake #NepalMap 881	~ @ ~ E U N P D N P D ^ ^ # $	RT @smitharyy: Â» http://t.co/MXj3EAk0M2 Extent of the Damage From the Nepal Earthquake #NepalMap 881
Horrid to see destruction of Nepal's heritage buildings : Amitabh Bachchan : Amitabh Bachchan has mourned the lo ... http://t.co/msNHjVgyga	A P V N P Z N N , ^ ^ , ^ ^ V V D G ~ U	Horrid to see destruction of Nepal's heritage buildings: Amitabh Bachchan: Amitabh Bachchan has mourned the lo... http://t.co/msNHjVgyga
Nepal quake : Quake deals heavy blow to Nepal's rich cultural heritage : KATHMANDU ( AFP ): Reduced to pile ... http://t.co/4InAy0ADFF #JDT01	^ N , ^ N A N P Z A A N , ^ , ^ , V P N , U #	Nepal quake: Quake deals heavy blow to Nepal's rich cultural heritage: KATHMANDU (AFP): Reduced to pile... http://t.co/4InAy0ADFF #JDT01
RT @DynResearch : Nepal Telecom survives 7.8 earthquake , while smaller ISPs suffer outages http://t.co/qAJYxT9hE7 http://t.co/0f6R3r0DOW	~ @ ~ ^ ^ V $ N , P A N V N U U	RT @DynResearch: Nepal Telecom survives 7.8 earthquake, while smaller ISPs suffer outages http://t.co/qAJYxT9hE7 http://t.co/0f6R3r0DOW
RT @anooppr : @bengalkatlady @_PixieStyx_ @fabfrankiee Nepal landmarks : Before and after the earthquake : http://t.co/byFoK9IQaQ #PrayForNepal	~ @ ~ @ @ @ ^ N , P & P D N , U #	RT @anooppr: @bengalkatlady @_PixieStyx_ @fabfrankiee Nepal landmarks: Before and after the earthquake: http://t.co/byFoK9IQaQ #PrayForNepal
The beautiful #Patan Durbar square as I captured it just a few days ago . What a shame ! #Nepal #earthquake http://t.co/G4WBpDpWJm	D A ^ ^ ^ P O V O R D A N R , O D N , # # U	The beautiful #Patan Durbar square as I captured it just a few days ago. What a shame! #Nepal #earthquake http://t.co/G4WBpDpWJm
RT @kundadixit : Most new high rises in #Kathmandu ok , old buildings down . Temples reduced to rubble .	~ @ ~ A A A N P ^ ! , A N R , N V P N ,	RT @kundadixit: Most new high rises in #Kathmandu ok, old buildings down. Temples reduced to rubble.
RT @siobhanheanue : Kathmandu patan district . Old royal square devastated . http://t.co/Fq0CSRgeGM	~ @ ~ ^ ^ ^ , A A N A , U	RT @siobhanheanue: Kathmandu patan district. Old royal square devastated. http://t.co/Fq0CSRgeGM
Â» Nepal Map #NepalMap Nepal earthquake : Devastation in maps and images Â» UPDATE Â» Ontario CAN Oshawa CAN ... http://t.co/750BQ9NISx	G ^ N # ^ N , N P N & N G N , ^ V ^ V , U	Â» Nepal Map #NepalMap Nepal earthquake: Devastation in maps and images Â» UPDATE Â» Ontario CAN Oshawa CAN... http://t.co/750BQ9NISx
RT @rkarnad : Truly awful sight . Kathmandu's Darbar Square , a UNESCO World Heritage site , in ruins after today's earthquake . http://t.co/AoAâ€¦	~ @ ~ R A N , Z ^ ^ , D ^ ^ ^ N , P N P S N , U	RT @rkarnad: Truly awful sight. Kathmandu's Darbar Square, a UNESCO World Heritage site, in ruins after today's earthquake. http://t.co/AoAâ€¦
RT @TheAtlanticFOTO : Nepal After the Earthquake - 27 photos , immediate aftermath of the devastating 7.8 quake : http://t.co/pbM9UKxppw http : â€¦	~ @ ~ ^ P D N , $ N , A N P D A $ N , U U ~ G	RT @TheAtlanticFOTO: Nepal After the Earthquake - 27 photos, immediate aftermath of the devastating 7.8 quake: http://t.co/pbM9UKxppw http:â€¦
RT @BJPLucknowBJP : Boundary Wall of Kathmandu Airport damaged in #NepalEarthquake http://t.co/eOrSPuKmU9	~ @ ~ N N P ^ N V P ^ U	RT @BJPLucknowBJP: Boundary Wall of Kathmandu Airport damaged in #NepalEarthquake http://t.co/eOrSPuKmU9
Earthquake levels Nepalâ€™s beautiful historic buildings http://t.co/9cIROg8iQK #Occupy #OWS #occupywallstreet #OccupyHQ #GrassRoots #USA #â€¦	N N ^ A A N U # # # # # # #	Earthquake levels Nepalâ€™s beautiful historic buildings http://t.co/9cIROg8iQK #Occupy #OWS #occupywallstreet #OccupyHQ #GrassRoots #USA #â€¦
RT @hohocho : These images makes me heartbreaking . Some Kathmandu sites were destroyed because of earthquake . #PrayGorNepal http://t.co/5guZâ€¦	~ @ ~ D N V O A , D ^ N V V P P N , # U	RT @hohocho: These images makes me heartbreaking. Some Kathmandu sites were destroyed because of earthquake. #PrayGorNepal http://t.co/5guZâ€¦
RT @chicoharlan : Startling images of destruction in #Nepal after 7.9 -magnitude quake . http://t.co/HTFQqwlmK3 http://t.co/hbNohVO3FU	~ @ ~ A N P N P ^ P $ N N , U U	RT @chicoharlan: Startling images of destruction in #Nepal after 7.9-magnitude quake. http://t.co/HTFQqwlmK3 http://t.co/hbNohVO3FU
Villages Near Nepal Earthquakes Epicenter are Desperate : Five hours by car from Kathmandu , then by foot for several miles past the sp ...	N P ^ N N V A , ^ N P N P ^ , R P N P A N A D N ~	Villages Near Nepal Earthquakes Epicenter are Desperate: Five hours by car from Kathmandu, then by foot for several miles past the sp...
RT @RobinMacNab : Nepal earthquake reduces World Heritage sites to rubble http://t.co/YAA6c1Oe4d http://t.co/aG6Ymj2wkb	~ @ ~ ^ N V ^ ^ N P N U U	RT @RobinMacNab: Nepal earthquake reduces World Heritage sites to rubble http://t.co/YAA6c1Oe4d http://t.co/aG6Ymj2wkb
RT @AnupKaphle : Dharahara , once Nepal's tallest monument , seen in 1920 , 1934 , 2013 , today . I hope we rebuild again . #NepalEarthquake http : â€¦	~ @ ~ ^ , R Z A N , V P $ , $ , $ , N , O V O V R , # U ~ G	RT @AnupKaphle: Dharahara, once Nepal's tallest monument, seen in 1920, 1934, 2013, today.  I hope we rebuild again. #NepalEarthquake http:â€¦
RT @BBCWorld : Our reports show #NepalEarthquake destruction , including epicentre http://t.co/mRMDDaIE4G & http://t.co/PC6eTO27Wh http://t.câ€¦	~ @ ~ D N N # N , V N U & U U	RT @BBCWorld: Our reports show #NepalEarthquake destruction, including epicentre http://t.co/mRMDDaIE4G &amp; http://t.co/PC6eTO27Wh http://t.câ€¦
#money #news #top #b Magnitude- 7.9 quake hits Nepal , causing big damage , injuries Get $$ http://t.co/JfuQkytCx8	# # # # N $ N V ^ , V A N , N V N U	#money #news #top #b Magnitude-7.9 quake hits Nepal, causing big damage, injuries  Get $$ http://t.co/JfuQkytCx8
At least five dead , more than 40 fishing vessels destroyed in 8.2 #quake off #Chile	P A $ A , A P $ N N V P $ N P #	At least five dead, more than 40 fishing vessels destroyed in 8.2 #quake off #Chile
Massive Quake In Chile Update : Thousands Return Home , Limited Damages , 6 Dead http://t.co/2d1vwfDJqo #ChileEarthquake #chilequake	A N P ^ N , N N N , A N , $ A U # #	Massive Quake In Chile Update: Thousands Return Home, Limited Damages, 6 Dead  http://t.co/2d1vwfDJqo #ChileEarthquake #chilequake
#Chile : UPDT : Aftr quake , 900K return 2 coast ; damage limited . http://t.co/BG5opt6ahW via @reuters	# , N , ^ ^ , $ N $ N , N A , U P @	#Chile:UPDT: Aftr quake, 900K return 2 coast; damage limited. http://t.co/BG5opt6ahW via @reuters
Massive earthquake but little damage in Chile : IQUIQUE , Chile ï¿½ï¿½ï¿½ Hard-won expertise and a big dose of luck help ... http://t.co/HNSSn3AkUl	A N & A N P ^ , ^ , ^ ^ ^ N & D A N P N V , U	Massive earthquake but little damage in Chile: IQUIQUE, Chile ï¿½ï¿½ï¿½ Hard-won expertise and a big dose of luck help... http://t.co/HNSSn3AkUl
#Chile #quake #aftermath #VIDEO : Buildings cracked , cars smashed , boats washed up http://t.co/76HT6FFtfJ #EarthquakeChile #earthquake	# # # # , N V , N V , N V T U # #	#Chile #quake #aftermath #VIDEO: Buildings cracked, cars smashed, boats washed up http://t.co/76HT6FFtfJ  #EarthquakeChile #earthquake
Damage From Chile Earthquake Far Less Severe Than Feared : Chilean President Michelle Bachelet toured northern ... http://t.co/F6bVx4Pfjj	N P ^ ^ R A A P V , ^ ^ ^ ^ V A , U	Damage From Chile Earthquake Far Less Severe Than Feared: Chilean President Michelle Bachelet toured northern... http://t.co/F6bVx4Pfjj
Experts : Strict building codes saved lives in powerful Chile earthquake - CNN http://t.co/MgGe0xxhzs	N , A N N V V P A ^ N , ^ U	Experts: Strict building codes saved lives in powerful Chile earthquake - CNN http://t.co/MgGe0xxhzs
http://t.co/W9XzlV7gEd Chile Earthquake Leaves European Southern Observatory ( ESO ) Telescopes Undamaged - Chile earthquake	U ^ ^ V ^ ^ ^ , ^ , N A , ^ N	http://t.co/W9XzlV7gEd Chile Earthquake Leaves European Southern Observatory (ESO) Telescopes Undamaged - Chile earthquake
Experts : Strict building codes saved lives in powerful Chile earthquake - CNN : CNNExperts : Strict bui ... http://t.co/5Efa0eTDQZ @TeamLOA	N , A N N V V P A ^ N , ^ , ^ , A G ~ U @	Experts: Strict building codes saved lives in powerful Chile earthquake - CNN: CNNExperts: Strict bui... http://t.co/5Efa0eTDQZ @TeamLOA
Experts : Strict building codes saved lives in powerful Chile earthquake ï¿½ï¿½ Nurdin Budi Mustofa http://t.co/CxV82Qaqfz	N , A N N V V P A ^ N G ^ ^ ^ U	Experts: Strict building codes saved lives in powerful Chile earthquake ï¿½ï¿½ Nurdin Budi Mustofa http://t.co/CxV82Qaqfz
7.8 -magnitude aftershock strikes off coast of Chile , USGS says - Fishing boats lie damaged by a small tsunami ,... http://t.co/82WPsOHyJv	$ N N V T N P ^ , ^ V , N N V V P D A N , U	7.8-magnitude aftershock strikes off coast of Chile, USGS says -  Fishing boats lie damaged by a small tsunami,... http://t.co/82WPsOHyJv
A diver walks between boats washed inland after a tsunami hit the northern port of Iquique http://t.co/VoK7X4aMwf	D N V P N V R P D N V D A N P ^ U	A diver walks between boats washed inland after a tsunami hit the northern port of Iquique http://t.co/VoK7X4aMwf
PHOTOS : These images that capture destruction left behind after Chile's powerful earthquake http://t.co/xoZQlqoTkw	N , D N P V N V P P Z A N U	PHOTOS: These images that capture destruction left behind after Chile's powerful earthquake http://t.co/xoZQlqoTkw
The Destruction Left Behind After Chile's Earthquake ( PHOTOS ) http://t.co/X4HSLOxPsm	D N V P P Z N , N , U	The Destruction Left Behind After Chile's Earthquake (PHOTOS) http://t.co/X4HSLOxPsm
The Destruction Left Behind After Chile's Earthquake ( PHOTOS ) http://t.co/X2vbhR7tyc	D N V P P Z N , N , U	The Destruction Left Behind After Chile's Earthquake (PHOTOS) http://t.co/X2vbhR7tyc
Some services restored in northern Chile after earthquake via /r/worldnews http://t.co/Egpq3lnU0N	D N V P A ^ P N P V U	Some services restored in northern Chile after earthquake via /r/worldnews http://t.co/Egpq3lnU0N
Earthquake aftermath in Chile http://t.co/0JIJMfNv7R #photography #arts	^ N P ^ U # #	Earthquake aftermath in Chile http://t.co/0JIJMfNv7R #photography #arts
ï¿½ï¿½ï¿½ @abcNorthwestwa : Flooding in #Carnarvon #TCOlwyn #CycloneOlwyn http://t.co/crnfVwCzmK http://t.co/wLxCuLcMcjï¿½Û #nogood #cyclone #allthatfood	G @ ~ V P ^ # # U U # # #	ï¿½ï¿½ï¿½@abcNorthwestwa: Flooding in #Carnarvon #TCOlwyn #CycloneOlwyn http://t.co/crnfVwCzmK http://t.co/wLxCuLcMcjï¿½Û #nogood #cyclone #allthatfood
Several homes and a school classroom were destroyed and crops were flooded ~ Solomon Islands Broadcasting Corporation http://t.co/vJQDjc0Pbr	A N & D N N V A & N V V , ^ ^ ^ N U	Several homes and a school classroom were destroyed and crops were flooded ~Solomon Islands Broadcasting Corporation http://t.co/vJQDjc0Pbr
Flooding in Vanuatu as cyclone hits with maximum strength http://t.co/yTPoxbjaus	V P ^ P ^ V P A N U	Flooding in Vanuatu as cyclone hits with maximum strength http://t.co/yTPoxbjaus
Cyclone Marcia claims surpass $400 million . Subscribe for #reinsurance #news updates that matter , from http://t.co/Fp0K96LccQ	^ ^ V V $ $ , V P N N N P N , P U	Cyclone Marcia claims surpass $400 million. Subscribe for #reinsurance #news updates that matter, from http://t.co/Fp0K96LccQ
Vanuatu ï¿½ï¿½_ #RT Tropical Cyclone Pam becomes Category 5 storm , slams Vanuatu capital - CNN http://t.co/SC11CmwAoq	^ ^ ^ ^ ^ ^ V N $ N , V ^ N , ^ U	Vanuatu ï¿½ï¿½_ #RT Tropical Cyclone Pam becomes Category 5 storm, slams Vanuatu capital - CNN  http://t.co/SC11CmwAoq
Intense Storms in #Pam's Eyewall battering #Vanuatu w/ 160mph winds as it makes landfall . http://t.co/Ro4N9Z1kFR	A N P Z ^ V ^ P $ N P O V N , U	Intense Storms in #Pam's Eyewall battering #Vanuatu w/ 160mph winds as it makes landfall. http://t.co/Ro4N9Z1kFR
